batch_size,epochs,tag,precision
64,5,--padding--,1.0
64,5,N,0.9045661619048467
64,5,V,0.9840605848417773
64,5,PREP,0.9494766830571124
64,5,CUR,0.3732852708521077
64,5,NUM,0.7974038408993819
64,5,PREP+ART,0.9823845612367313
64,5,NPROP,0.8346168702140919
64,5,PU,0.9996920352667361
64,5,PROADJ,0.9546152946190102
64,5,PRO-KS,0.9036395732700931
64,5,ADJ,0.8707707849100982
64,5,KC,0.9680624814310476
64,5,ART,0.9763762891989809
64,5,KS,0.7888160663922749
64,5,PCP,0.9246469075057026
64,5,ADV,0.9237545724269208
64,5,PROPESS,0.9795325625109299
64,5,PREP+PROADJ,0.587697339875171
64,5,PDEN,0.8085754193293994
64,5,PROSUB,0.8506537330808887
64,5,PREP+PROPESS,0.27555822569340144
64,5,ADV-KS,0.31454223824304933
64,5,PREP+PRO-KS,0.14258536096926003
64,5,PREP+PROSUB,0.2867728046460398
64,5,IN,0.07529788725342945
64,5,PREP+ADV,0.08491038349854811
