batch_size,epochs,tag,accuracy
128,2,--padding--,0.9959394793877211
128,2,N,0.9959394793877211
128,2,V,0.9959394793877211
128,2,PREP,0.9959394793877211
128,2,CUR,0.9959394793877211
128,2,NUM,0.9959394793877211
128,2,PREP+ART,0.9959394793877211
128,2,NPROP,0.9959394793877211
128,2,PU,0.9959394793877211
128,2,PROADJ,0.9959394793877211
128,2,PRO-KS,0.9959394793877211
128,2,ADJ,0.9959394793877211
128,2,KC,0.9959394793877211
128,2,ART,0.9959394793877211
128,2,KS,0.9959394793877211
128,2,PCP,0.9959394793877211
128,2,ADV,0.9959394793877211
128,2,PROPESS,0.9959394793877211
128,2,PREP+PROADJ,0.9959394793877211
128,2,PDEN,0.9959394793877211
128,2,PROSUB,0.9959394793877211
128,2,PREP+PROPESS,0.9959394793877211
128,2,ADV-KS,0.9959394793877211
128,2,PREP+PRO-KS,0.9959394793877211
128,2,PREP+PROSUB,0.9959394793877211
128,2,IN,0.9959394793877211
128,2,PREP+ADV,0.9959394793877211
